state_census_code,state,sector,observations,employment,members,covered,p_members,p_covered,state_abbreviation,year
11,Maine,Priv. Construction,85,16917.986666666664,2207.330833333333,2420.31,0.1304724365472793,0.1430613547563552,ME,1983
11,Maine,Priv. Construction,93,20170.48583333333,2207.774166666666,2207.774166666666,0.1094556748867034,0.1094556748867034,ME,1984
11,Maine,Priv. Construction,95,23411.72583333333,2490.9525,2787.8625,0.1063976436853408,0.1190797537565231,ME,1985
11,Maine,Priv. Construction,89,22873.157500000005,1917.4616666666664,1917.4616666666664,0.083830215036869,0.083830215036869,ME,1986
11,Maine,Priv. Construction,114,28033.174166666664,3377.0625,3377.0625,0.1204666495323181,0.1204666495323181,ME,1987
11,Maine,Priv. Construction,117,30535.29000000001,2734.355,2976.210833333333,0.0895473733544349,0.0974679067730903,ME,1988
11,Maine,Priv. Construction,119,30998.33083333333,1531.7,1531.7,0.0494123362004756,0.0494123362004756,ME,1989
11,Maine,Priv. Construction,109,29471.67666666665,1959.82,1959.82,0.0664984211325645,0.0664984211325645,ME,1990
11,Maine,Priv. Construction,78,22490.89916666666,2024.9016666666664,2279.2533333333336,0.090032048523426,0.1013411357998848,ME,1991
11,Maine,Priv. Construction,62,19440.281666666677,262.0466666666667,904.1266666666666,0.013479571789503,0.0465078987181186,ME,1992
11,Maine,Priv. Construction,59,17021.609166666665,734.7975,734.7975,0.0431685112416744,0.0431685112416744,ME,1993
11,Maine,Priv. Construction,55,16919.59935833333,707.2949833333333,707.2949833333333,0.0418032929301261,0.0418032929301261,ME,1994
11,Maine,Priv. Construction,57,17311.569533333335,543.747475,543.747475,0.0314094834029674,0.0314094834029674,ME,1995
11,Maine,Priv. Construction,86,27921.78450833332,818.0460583333333,818.0460583333333,0.0292977709323167,0.0292977709323167,ME,1996
11,Maine,Priv. Construction,82,26906.417391666662,1885.899875,1885.899875,0.0700910836458206,0.0700910836458206,ME,1997
11,Maine,Priv. Construction,74,23274.096725,1022.1781333333332,1293.7554166666666,0.0439191311597824,0.0555877834558486,ME,1998
11,Maine,Priv. Construction,81,26588.32856666667,2936.5296083333333,3278.276925,0.1104443073272705,0.123297594487667,ME,1999
11,Maine,Priv. Construction,97,32630.082408333357,3711.748716666667,4452.372966666667,0.113752357661724,0.1364499479532241,ME,2000
11,Maine,Priv. Construction,150,36287.23905000002,2666.97775,2666.97775,0.0734962970018386,0.0734962970018386,ME,2001
11,Maine,Priv. Construction,174,34179.83595833334,1626.3307666666667,1626.3307666666667,0.0475815832614898,0.0475815832614898,ME,2002
11,Maine,Priv. Construction,152,28681.50931666667,2619.259425,2619.259425,0.0913222283124923,0.0913222283124923,ME,2003
11,Maine,Priv. Construction,155,28509.79985833335,878.3229166666665,1032.6946666666663,0.0308077540248632,0.0362224467098712,ME,2004
11,Maine,Priv. Construction,164,27619.19881666668,1700.950025,1887.7384833333333,0.061585783958435,0.0683487802743911,ME,2005
11,Maine,Priv. Construction,172,29992.38136666666,1941.6968416666664,2115.640475,0.0647396668791771,0.0705392658710479,ME,2006
11,Maine,Priv. Construction,169,31187.50192500002,1315.8549666666663,1315.8549666666663,0.0421917401254177,0.0421917401254177,ME,2007
11,Maine,Priv. Construction,143,25941.81926666668,698.1332083333333,1209.5066166666666,0.0269114971160888,0.0466238148510456,ME,2008
11,Maine,Priv. Construction,140,24023.330033333343,1022.826075,1690.5121916666667,0.042576365172863,0.0703696012496948,ME,2009
11,Maine,Priv. Construction,130,21652.839508333334,1268.0129333333334,1268.0129333333334,0.0585610456764698,0.0585610456764698,ME,2010
11,Maine,Priv. Construction,140,25645.97354166668,1551.8184499999998,1736.1245833333332,0.0605092421174049,0.0676957964897155,ME,2011
11,Maine,Priv. Construction,133,25016.05491666665,343.6477,343.6477,0.0137370862066745,0.0137370862066745,ME,2012
11,Maine,Priv. Construction,109,22569.492641666657,699.1414,1134.9243333333334,0.0309772752225399,0.0502857714891433,ME,2013
11,Maine,Priv. Construction,100,24255.934575,1253.3904916666668,1253.3904916666668,0.0516735613346099,0.0516735613346099,ME,2014
11,Maine,Priv. Construction,56,18801.095608333333,1068.50335,1068.50335,0.0568319708108902,0.0568319708108902,ME,2015
11,Maine,Priv. Construction,55,22260.3101,1036.66085,1423.0845166666666,0.0465699210762977,0.0639292299747467,ME,2016
11,Maine,Priv. Construction,66,28457.491716666656,0.0,0.0,0.0,0.0,ME,2017
11,Maine,Priv. Construction,49,22338.36020833334,1763.8983749999998,1763.8983749999998,0.0789627507328987,0.0789627507328987,ME,2018
